"type","public","latitude","longitude","city","province","region"
"unknown",NA,50.8545396,4.314586,"Brussel","Brussels","Brussels"
"unknown",NA,50.8458539,4.3727393,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8532154,4.3277102,"Brussel","Brussels","Brussels"
"unknown",NA,51.1401185,4.9156547,"Oevel","Antwerp","Flanders"
"unknown",NA,50.4846226,3.6983167,"Bernissart","Hainaut","Wallonia"
"unknown",NA,50.4417039,4.4226659,"JumetCharleroi)","Hainaut","Wallonia"
"unknown",NA,50.4298749,4.3877463,"Monceau-sur-Sambre","Hainaut","Wallonia"
"unknown",NA,50.477684,3.7889932,"Villerot","Hainaut","Wallonia"
"unknown",NA,51.3052333,4.9159566,"Turnhout","Antwerp","Flanders"
"unknown",NA,50.8820513,3.8903473,"Herzele","East Flanders","Flanders"
"unknown",NA,50.8843258,3.8928374,"Herzele","East Flanders","Flanders"
"unknown",NA,50.9552925,4.2301806,"Merchtem","Flemish Brabant","Flanders"
"unknown",NA,51.1501435,5.8165207,"Kessenich","Limburg","Flanders"
"unknown",NA,51.1329616,5.8098951,"Kinrooi","Limburg","Flanders"
"unknown",NA,51.1238869,5.8161136,"Ophoven","Limburg","Flanders"
"unknown",NA,51.1693048,5.7374862,"Molenbeersel","Limburg","Flanders"
"unknown",NA,50.6461241,4.4207157,"Genappe","Walloon Brabant","Wallonia"
"unknown",NA,50.7207419,4.8781089,"Jodoigne","Walloon Brabant","Wallonia"
"unknown",NA,50.7286002,4.8735798,"Jodoigne","Walloon Brabant","Wallonia"
"unknown",NA,50.6017916,4.3299385,"Nivelles","Walloon Brabant","Wallonia"
"unknown",NA,50.602808,4.3309673,"Nivelles","Walloon Brabant","Wallonia"
"unknown",NA,50.608503,4.3253984,"Nivelles","Walloon Brabant","Wallonia"
"unknown",NA,50.659518,4.579266,"Ottignies","Walloon Brabant","Wallonia"
"unknown",NA,50.7309318,4.5892789,"Wavre","Walloon Brabant","Wallonia"
"unknown",NA,50.731694,4.588075,"Wavre","Walloon Brabant","Wallonia"
"unknown",NA,50.7373842,4.5999559,"Wavre","Walloon Brabant","Wallonia"
"unknown",NA,50.7390177,4.6003274,"Wavre","Walloon Brabant","Wallonia"
"unknown",NA,50.8710635,4.4763151,"Zaventem","Flemish Brabant","Flanders"
"unknown",NA,50.6454756,5.5803028,"Liège","Liege","Wallonia"
"unknown",NA,51.2130916,4.4231599,"Antwerpen","Antwerp","Flanders"
"unknown",NA,51.2167179,4.4112526,"Antwerpen","Antwerp","Flanders"
"unknown",NA,51.3551867,3.3051661,"Knokke-Heist","West Flanders","Flanders"
"unknown",NA,50.8388152,4.3612562,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8358608,4.3144656,"Brussel","Brussels","Brussels"
"unknown",NA,50.8313587,4.3056142,"Brussel","Brussels","Brussels"
"unknown",NA,50.8289052,4.3050211,"Brussel","Brussels","Brussels"
"unknown",NA,50.8287608,4.2916206,"Brussel","Brussels","Brussels"
"unknown",NA,50.8238652,4.2986584,"Brussel","Brussels","Brussels"
"unknown",NA,50.8418403,4.3046848,"Brussel","Brussels","Brussels"
"unknown",NA,50.8336768,4.300591,"Brussel","Brussels","Brussels"
"unknown",NA,50.8192798,4.2959529,"Brussel","Brussels","Brussels"
"unknown",1,50.4692582,4.1826139,"La","Hainaut","Wallonia"
"unknown",1,50.4615802,4.1987866,"La","Hainaut","Wallonia"
"unknown",1,50.4910401,4.1569038,"Houdeng-Goegnies","Hainaut","Wallonia"
"unknown",1,50.4649593,4.1154038,"Strépy-Bracquegnies","Hainaut","Wallonia"
"unknown",1,50.4795077,4.2014628,"La","Hainaut","Wallonia"
"unknown",1,50.4795332,4.1850108,"La","Hainaut","Wallonia"
"unknown",1,50.4795332,4.1850108,"La","Hainaut","Wallonia"
"unknown",NA,51.3162828,4.335163,"Antwerpen","Antwerp","Flanders"
"unknown",NA,51.0498781,4.2021521,"Sint-Amands","Antwerp","Flanders"
"unknown",NA,51.0945283,5.7926104,"Maaseik","Limburg","Flanders"
"unknown",NA,50.6536194,5.7060954,"Herstal","Liege","Wallonia"
"unknown",NA,49.7314915,5.5655561,"Houdemont","Luxembourg","Wallonia"
"unknown",NA,50.7622215,4.8990513,"Zétrud-Lumay","Walloon Brabant","Wallonia"
"unknown",NA,50.8924571,4.3411122,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.85835,4.4241031,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.5290504,4.3646198,"Obaix","Hainaut","Wallonia"
"unknown",NA,51.2032621,4.4121241,"Antwerpen","Antwerp","Flanders"
"unknown",NA,51.2032621,4.4121241,"Antwerpen","Antwerp","Flanders"
"unknown",NA,51.0760513,3.1046272,"Torhout","West Flanders","Flanders"
"unknown",NA,50.8707363,4.2464592,"Groot-Bijgaarden","Flemish Brabant","Flanders"
"unknown",NA,51.221537,2.9123028,"Oostende","West Flanders","Flanders"
"unknown",NA,50.9358903,5.343132,"Hasselt","Limburg","Flanders"
"unknown",NA,51.3159351,4.2607294,"Doel","East Flanders","Flanders"
"unknown",NA,51.3159351,4.2607294,"Doel","East Flanders","Flanders"
"unknown",NA,51.3159351,4.2607294,"Doel","East Flanders","Flanders"
"unknown",NA,51.3159351,4.2607294,"Doel","East Flanders","Flanders"
"unknown",NA,51.3159351,4.2607294,"Doel","East Flanders","Flanders"
"unknown",NA,51.3159351,4.2607294,"Doel","East Flanders","Flanders"
"unknown",NA,51.3159351,4.2607294,"Doel","East Flanders","Flanders"
"unknown",NA,51.2505967,4.2899571,"KalloBeveren-Waas)","East Flanders","Flanders"
"unknown",NA,50.8777761,4.4123872,"Bruxelles","Brussels","Brussels"
"unknown",NA,51.4651609,4.4602629,"Essen","Antwerp","Flanders"
"unknown",NA,50.859021,5.6250954,"Lanaken","Limburg","Flanders"
"unknown",NA,51.034818,4.0901537,"Dendermonde","East Flanders","Flanders"
"unknown",NA,51.0216644,4.0856887,"Dendermonde","East Flanders","Flanders"
"unknown",NA,51.0324459,4.0917107,"Dendermonde","East Flanders","Flanders"
"unknown",NA,51.0342454,4.1596607,"Dendermonde","East Flanders","Flanders"
"unknown",NA,51.0315639,4.0903869,"Dendermonde","East Flanders","Flanders"
"unknown",NA,50.90024,4.4859439,"Zaventem","Flemish Brabant","Flanders"
"unknown",NA,50.4743514,4.1214588,"La","Hainaut","Wallonia"
"unknown",NA,50.4885876,4.1530024,"La","Hainaut","Wallonia"
"unknown",NA,50.4743424,4.1813859,"La","Hainaut","Wallonia"
"unknown",NA,50.4743797,4.1983138,"La","Hainaut","Wallonia"
"unknown",NA,50.4663379,4.2047031,"La","Hainaut","Wallonia"
"unknown",NA,50.4629158,4.9228215,"Loyers","Namur","Wallonia"
"unknown",NA,50.8707651,4.2777859,"Groot-Bijgaarden","Flemish Brabant","Flanders"
"unknown",NA,51.21458,4.4050147,"Antwerpen","Antwerp","Flanders"
"unknown",NA,50.4677223,4.8627594,"Namur","Namur","Wallonia"
"unknown",NA,50.6678364,5.6929644,"Barchon","Liege","Wallonia"
"unknown",NA,50.8417851,4.3596409,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8397659,4.3655302,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8397659,4.3655302,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8397659,4.3655302,"Bruxelles","Brussels","Brussels"
"unknown",NA,50.8397659,4.3655302,"Bruxelles","Brussels","Brussels"
